"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"CR-Kp","Precipitation","Egypt","Middle East and North Africa","Temperate Zone",2,0.00865251825817604,0.0344012780464726,1.00869005949157,0.942919857492249,1.07904784063312,0.251517349049863,0.801414150618024,"","Positive"
"3GCR-Ec","Precipitation","Estonia","Europe and Central Asia","Temperate Zone",19,0.0710855101266692,0.0298839453140208,1.07367303186009,1.01259159217157,1.13843901949791,2.37871905398374,0.0173729112320676,"*","Positive"
"3GCR-Kp","Precipitation","Estonia","Europe and Central Asia","Temperate Zone",15,0.0188880464497359,0.0175171621982181,1.01906755400025,0.984673079920166,1.05466342158988,1.07825949408959,0.280917968161028,"","Positive"
"CR-Ec","Precipitation","Estonia","Europe and Central Asia","Temperate Zone",19,-0.00429720953211621,0.00381565765188683,0.995712010261576,0.988293165998492,1.0031865457427,-1.12620416299435,0.260079111834176,"","Negative"
"CR-Kp","Precipitation","Estonia","Europe and Central Asia","Temperate Zone",13,0.027215065608446,0.0180174734112987,1.02758877800632,0.991933527731406,1.06452566342778,1.5104817965975,0.130920530828286,"","Positive"
"CR-Pa","Precipitation","Estonia","Europe and Central Asia","Temperate Zone",12,0.0426961680208096,0.0147486977133724,1.04362076131396,1.01388422335836,1.07422945179863,2.8949110525262,0.00379265984291172,"**","Positive"
"3GCR-Ec","Precipitation","Finland","Europe and Central Asia","Temperate Zone",19,0.0803122089001513,0.0329520404612955,1.08362533234078,1.01585051720444,1.15592190091324,2.43724539591057,0.0147996321227407,"*","Positive"
"3GCR-Kp","Precipitation","Finland","Europe and Central Asia","Temperate Zone",15,0.00160367044419275,0.0186539773021098,1.00160495701129,0.965645851765378,1.0389031217558,0.0859693575381036,0.931490776160635,"","Positive"
"CR-Ab","Precipitation","Finland","Europe and Central Asia","Temperate Zone",4,-0.0410909866722214,0.0224640801743357,0.959741802262252,0.918401533364598,1.00294293241769,-1.82918625438162,0.0673717109088898,"","Negative"
"CR-Ec","Precipitation","Finland","Europe and Central Asia","Temperate Zone",19,-0.00604399635495686,0.00484448466191378,0.993974231848791,0.984580923919893,1.00345715580792,-1.24760356916255,0.212176270770339,"","Negative"
"CR-Kp","Precipitation","Finland","Europe and Central Asia","Temperate Zone",15,0.0312067427217957,0.0203249260239301,1.03169877805277,0.991407020237861,1.0736280325917,1.53539268408916,0.12468739969302,"","Positive"
"CR-Pa","Precipitation","Finland","Europe and Central Asia","Temperate Zone",16,0.0485103350765203,0.0170768198703287,1.04970622055838,1.01515343456744,1.08543508001672,2.84071246548708,0.00450128773442396,"**","Positive"
"3GCR-Ec","Precipitation","France","Europe and Central Asia","Temperate Zone",18,0.0170109623199857,0.0309699091392021,1.01715647265885,0.957250602140959,1.08081132313506,0.549273885290577,0.582817506149457,"","Positive"
"3GCR-Kp","Precipitation","France","Europe and Central Asia","Temperate Zone",15,0.0443716869561557,0.0191175585433283,1.04537083339089,1.00692514086674,1.08528443173413,2.32099129476136,0.0202873136840026,"*","Positive"
"CR-Ab","Precipitation","France","Europe and Central Asia","Temperate Zone",8,-0.0112817596046749,0.0217442740693868,0.988781640798528,0.947526345835801,1.03183319121098,-0.518838180970048,0.603873590036933,"","Negative"
"CR-Ec","Precipitation","France","Europe and Central Asia","Temperate Zone",18,0.000831574159092507,0.00197666652918069,1.00083192001274,0.996961932058633,1.00471693041283,0.420695219358617,0.673977652516016,"","Positive"
"CR-Kp","Precipitation","France","Europe and Central Asia","Temperate Zone",15,-0.00126236081336037,0.0196401490993035,0.998738435628883,0.961022888374824,1.03793413754094,-0.0642745025497357,0.948751655482464,"","Negative"
"CR-Pa","Precipitation","France","Europe and Central Asia","Temperate Zone",16,0.00285454897440152,0.0155084836569726,1.00285862707878,0.972833745827533,1.03381017591123,0.184063705874824,0.853963478488293,"","Positive"
"3GCR-Kp","Precipitation","Georgia","Europe and Central Asia","Temperate Zone",1,-0.213663156805044,0.0331445173824325,0.8076203806395,0.756822591097082,0.861827708233173,-6.44641025662637,1.14530380683948e-10,"***","Negative"
"CR-Ab","Precipitation","Georgia","Europe and Central Asia","Temperate Zone",1,0.0812867610307899,0.0342070922145551,1.08468189647201,1.01434274440582,1.15989868614214,2.37631309089179,0.0174866181211133,"*","Positive"
"CR-Kp","Precipitation","Georgia","Europe and Central Asia","Temperate Zone",1,-0.0675192508784192,0.0304637264252192,0.934709726459525,0.880532752016456,0.992220074423436,-2.21638186792946,0.0266653604272809,"*","Negative"
"3GCR-Ec","Precipitation","Germany","Europe and Central Asia","Temperate Zone",20,0.0592775258232525,0.0278233154006307,1.06106967411667,1.0047550974019,1.12054057375905,2.13049828784634,0.0331304970156273,"*","Positive"
"3GCR-Kp","Precipitation","Germany","Europe and Central Asia","Temperate Zone",15,0.033536398275873,0.0166547587233128,1.03410508268336,1.00089347008499,1.06841872186533,2.01362258277148,0.0440491736197478,"*","Positive"
"CR-Ab","Precipitation","Germany","Europe and Central Asia","Temperate Zone",8,-0.0377746158249048,0.0199802847543246,0.962929945607032,0.925949136580493,1.00138770426528,-1.89059446796567,0.0586784992902958,"","Negative"
"CR-Ec","Precipitation","Germany","Europe and Central Asia","Temperate Zone",19,-0.00259870249284959,0.00276566670173394,0.997404671211423,0.992012660450053,1.00282598984477,-0.939629670929016,0.347407551292138,"","Negative"
"CR-Kp","Precipitation","Germany","Europe and Central Asia","Temperate Zone",15,0.025438447249992,0.016917734861382,1.02576476568504,0.992309411993887,1.06034805455152,1.50365562874851,0.132670059643091,"","Positive"
"CR-Pa","Precipitation","Germany","Europe and Central Asia","Temperate Zone",16,0.0427765608554268,0.0130125802086338,1.04370466431779,1.0174219254504,1.07066635686711,3.28732351075498,0.00101144566071275,"**","Positive"
"CR-Pa","Precipitation","Ghana","Sub-Saharan Africa","Tropical Zone",1,0.0324391014654131,0.0250924987907665,1.03297098480923,0.983397175521724,1.08504384801763,1.29278083206882,0.196086871667578,"","Positive"
"3GCR-Ec","Precipitation","Greece","Europe and Central Asia","Temperate Zone",20,0.0640672992847807,0.0301765321771573,1.06616414843178,1.00493342568519,1.13112566698259,2.12308355740351,0.0337468506033428,"*","Positive"
"3GCR-Kp","Precipitation","Greece","Europe and Central Asia","Temperate Zone",15,0.0276443273531572,0.0171827255660541,1.02802997724622,0.993984352147007,1.06324172189841,1.60884414098837,0.107650426214634,"","Positive"
"CR-Ab","Precipitation","Greece","Europe and Central Asia","Temperate Zone",8,-0.0346876142565706,0.0196164438221598,0.965907104742521,0.929474557769922,1.00376769562209,-1.7682926921436,0.0770119849829736,"","Negative"
"CR-Ec","Precipitation","Greece","Europe and Central Asia","Temperate Zone",20,-0.00346700923361387,0.00350109758204321,0.996538993903252,0.98972400208479,1.00340091205005,-0.99026352518588,0.322045329798489,"","Negative"
"CR-Kp","Precipitation","Greece","Europe and Central Asia","Temperate Zone",15,0.0248798608189444,0.0177886392459961,1.02519194740463,0.990063821169844,1.06156644304145,1.39863766277369,0.161921666233129,"","Positive"
"CR-Pa","Precipitation","Greece","Europe and Central Asia","Temperate Zone",16,0.0416803894385885,0.0139509656644278,1.04256121192155,1.01443975717987,1.07146222622918,2.9876347230117,0.00281145351976619,"**","Positive"
"3GCR-Ec","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",19,0.0736070652666998,0.0327520600399311,1.07638377381865,1.00945746946738,1.14774724402345,2.24740261152913,0.024614308266089,"*","Positive"
"3GCR-Kp","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",15,0.0103461759045856,0.0194082122111033,1.01039988264249,0.972686040957911,1.04957599868357,0.533082377297309,0.593976557456485,"","Positive"
"CR-Ab","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",8,-0.039833597598074,0.0211712883849736,0.960949330125495,0.921890042008006,1.00166350973625,-1.88149142715122,0.0599051003640211,"","Negative"
"CR-Ec","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",19,-0.00516895971520653,0.00452840803269237,0.994844376369273,0.98605352638416,1.00371359841168,-1.14145184751236,0.253681939323868,"","Negative"
"CR-Kp","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",15,0.0278566267821183,0.0200475655179662,1.02824825059218,0.988628547696531,1.06945572966645,1.3895266613372,0.164672659420919,"","Positive"
"CR-Pa","Precipitation","Hungary","Europe and Central Asia","Temperate Zone",16,0.0435653703302397,0.0170458193472087,1.04452827323846,1.01020730716457,1.0800152660317,2.55578036132207,0.0105949971472293,"*","Positive"
"3GCR-Ec","Precipitation","Iceland","Europe and Central Asia","Temperate Zone",19,-0.22149889992821,0.0545804226145264,0.801316803653461,0.720019828150955,0.891792968349725,-4.05821152196903,4.94499690930691e-05,"***","Negative"
"3GCR-Kp","Precipitation","Iceland","Europe and Central Asia","Temperate Zone",1,-0.174547720210296,0.0261294799288372,0.83983677608538,0.797908379427893,0.883968421250582,-6.6801069399648,2.3876795118489e-11,"***","Negative"
"CR-Ec","Precipitation","Iceland","Europe and Central Asia","Temperate Zone",10,0.0104489719181762,0.00835401880725782,1.0105037530612,0.994092612691399,1.02718581942401,1.25077189305563,0.211017712228913,"","Positive"
"3GCR-Ec","Precipitation","India","South Asia","Tropical Zone",10,0.0790041690877558,0.0293151975145306,1.08220883388451,1.02178018140509,1.14621127073255,2.69499016844747,0.0070390707978774,"**","Positive"
"3GCR-Kp","Precipitation","India","South Asia","Tropical Zone",10,-0.00354819798297707,0.0179480869868478,0.996458089432956,0.962013833504803,1.03213559869399,-0.197692265787276,0.843285841300685,"","Negative"
"CR-Ab","Precipitation","India","South Asia","Tropical Zone",10,-0.039657347851246,0.027660273231506,0.961118712127974,0.910399756217739,1.01466325369007,-1.43372943279805,0.151649489541679,"","Negative"
"CR-Ec","Precipitation","India","South Asia","Tropical Zone",10,-0.00671106933738668,0.00518557278500764,0.993311399596816,0.983266789800022,1.00345862059437,-1.29418091609658,0.195602937030542,"","Negative"
"CR-Kp","Precipitation","India","South Asia","Tropical Zone",10,0.0314726104842113,0.0216027082598816,1.03197310996477,0.989190153185928,1.07660645049929,1.45688263275115,0.145148780838738,"","Positive"
"CR-Pa","Precipitation","India","South Asia","Tropical Zone",7,0.0153085357239744,0.0391091159442287,1.01542631158148,0.940498399942196,1.09632360279969,0.391431392767993,0.695478391604573,"","Positive"
"3GCR-Ec","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",18,-0.224552295268786,0.059143547210759,0.798873798287517,0.711433274141265,0.897061423449251,-3.79673363974248,0.000146615177514205,"***","Negative"
"3GCR-Kp","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",15,-0.174619666760499,0.0292784850109819,0.839776354900181,0.792941764190901,0.889377200315623,-5.96409502387169,2.45993559981075e-09,"***","Negative"
"CR-Ab","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",7,0.136232891426263,0.0487521117944658,1.1459487441575,1.04151746671618,1.26085117744263,2.79439979955347,0.00519961516009271,"**","Positive"
"CR-Ec","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",18,0.0123266052548036,0.00984947193271293,1.01240289097912,0.993045932479525,1.03213716520007,1.25149909954699,0.210752441979853,"","Positive"
"CR-Kp","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",14,-0.0835997084038282,0.0393284697552049,0.919799370371808,0.851561539920404,0.993505274810148,-2.12567915619866,0.0335299836434454,"*","Negative"
"CR-Pa","Precipitation","Ireland","Europe and Central Asia","Temperate Zone",15,-0.118537315259947,0.0278198139274279,0.888218670927811,0.841083657128251,0.937995169325312,-4.2608953305428,2.0360957982637e-05,"***","Negative"
"3GCR-Ec","Precipitation","Italy","Europe and Central Asia","Temperate Zone",18,0.0451861360269022,0.0281891892200767,1.04622258150038,0.989985804500738,1.10565392459676,1.6029597614223,0.108943538188017,"","Positive"
"3GCR-Kp","Precipitation","Italy","Europe and Central Asia","Temperate Zone",15,0.0402644432845072,0.0174421291379829,1.04108604600735,1.00609637790385,1.07729257255592,2.30845918901181,0.0209736102063475,"*","Positive"
"CR-Ab","Precipitation","Italy","Europe and Central Asia","Temperate Zone",8,-0.0319980948695353,0.01914495546853,0.96850842721235,0.932839417041219,1.00554131444886,-1.67135906490526,0.0946507763308876,"","Negative"
"CR-Ec","Precipitation","Italy","Europe and Central Asia","Temperate Zone",13,-0.00128771944200735,0.0021506542016111,0.998713109312901,0.994512112100141,1.00293185229001,-0.598757085654538,0.549334883508368,"","Negative"
"CR-Kp","Precipitation","Italy","Europe and Central Asia","Temperate Zone",14,0.0168600276535824,0.0173915275823819,1.01700296007145,0.982920176197016,1.0522675654048,0.969439146372747,0.332326128636366,"","Positive"
"CR-Pa","Precipitation","Italy","Europe and Central Asia","Temperate Zone",15,0.0306903226628634,0.013448802332224,1.03116612565704,1.00434006099483,1.05870871828941,2.28201158026746,0.0224886565748275,"*","Positive"
"3GCR-Ec","Precipitation","Japan","East Asia and Pacific","Temperate Zone",1,-0.177822432587569,0.121202485370019,0.837091050384516,0.660089858548782,1.06155460133019,-1.46715170109504,0.142334792398545,"","Negative"
"3GCR-Kp","Precipitation","Japan","East Asia and Pacific","Temperate Zone",1,-0.0247072019625066,0.0608305833601216,0.975595522667599,0.865943906728534,1.09913196045785,-0.406164146351155,0.684621996017236,"","Negative"
"CR-Ab","Precipitation","Japan","East Asia and Pacific","Temperate Zone",1,0.047539693028633,0.193615537150994,1.04868782589107,0.717525523048995,1.53269273474618,0.245536560382334,0.806041003291767,"","Positive"
"CR-Ec","Precipitation","Japan","East Asia and Pacific","Temperate Zone",1,0.022457776950051,0.0171812880130323,1.02271185123922,0.988845134532387,1.05773846089636,1.30710671592354,0.19117647071213,"","Positive"
"CR-Kp","Precipitation","Japan","East Asia and Pacific","Temperate Zone",1,0.0574068941484892,0.161855742172165,1.05908665889894,0.77118239769727,1.45447374629786,0.354679379168555,0.722829800923886,"","Positive"
"3GCR-Kp","Precipitation","Kosovo","Europe and Central Asia","Temperate Zone",3,-0.0661639133385875,0.0249021375530768,0.935977432531398,0.89139101074615,0.982794019287624,-2.65695718681035,0.00788494559085005,"**","Negative"
"CR-Ab","Precipitation","Kosovo","Europe and Central Asia","Temperate Zone",4,0.0154294547226341,0.0258246014872342,1.01554910333807,0.965425092581402,1.06827550808018,0.597471164473197,0.550192853361741,"","Positive"
"CR-Kp","Precipitation","Kosovo","Europe and Central Asia","Temperate Zone",3,-0.0247425649928074,0.0237750700077175,0.975561023263575,0.931143663915184,1.02209717683024,-1.04069367555073,0.298017739403583,"","Negative"
"3GCR-Ec","Precipitation","Latvia","Europe and Central Asia","Temperate Zone",14,0.0643278072482067,0.0281062926458626,1.0664419288632,1.00928228936235,1.12683874434772,2.28873327616462,0.0220948543575343,"*","Positive"
"3GCR-Kp","Precipitation","Latvia","Europe and Central Asia","Temperate Zone",12,0.028694408010856,0.016970279409249,1.0291100586279,0.995443074802929,1.06391569701641,1.69086243772847,0.0908630787876512,"","Positive"
"CR-Ab","Precipitation","Latvia","Europe and Central Asia","Temperate Zone",6,-0.0369191582750566,0.0212157741835758,0.963754043739204,0.924500140967856,1.0046746513757,-1.74017492624132,0.0818283069585179,"","Negative"
"CR-Ec","Precipitation","Latvia","Europe and Central Asia","Temperate Zone",14,-0.00326249273770298,0.00312839837925019,0.996742823408861,0.990649833650894,1.00287328808776,-1.04286358135914,0.297011478818445,"","Negative"
